,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,model_name,screen_size,ram,os,customer_review
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP Chromebook 11A-NA0002MU,11.6,4,Chrome,"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined ."
53,Lenovo,Lenovo Ideapad 3 15ITL6 (82H801L3IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::593617::computer::laptops,34990,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LED,15.6,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,Lenovo Ideapad 3 15ITL6,15.6,8,Windows 11,"secondly , this is a really aesthetically pleasing machine ."
54,Acer,Acer Predator Helios 300 PH315-54 (NH.QC2SI.00B) Laptop (15.6 Inch | Core i9 11th Gen | 16 GB | Windows 11 | 1 TB SSD)::595655::computer::laptops,129990,Intel Core i9 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,Acer Predator Helios 300 PH315-54,15.6,16,Windows 11,i don ' t like the fact that the battery go low very fast .
55,MSI,MSI GF63 Thin 10SCXR-1617IN Laptop (15.6 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::585932::computer::laptops,65999,Intel Core i7 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6,"GeForce GTX 1650 Max Q GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,120, Upto 4 Hrs Battery Life,MSI GF63 Thin 10SCXR-1617IN Laptop,15.6,8,Windows 10,"- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things ."
56,Dell,Dell Inspiron 14 5410 (D560594WIN9S) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592486::computer::laptops,76900,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life,Dell Inspiron 14 5410,14,8,Windows 10,"this new generation macbook has a fast processor , great retina display , 13 inch high resolution screen , great compatibility and many more ."
57,ASUS,ASUS TUF Gaming F15 FX506LHB-HN355WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::596520::computer::laptops,50990,Intel Core i5 (10th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150, Upto 14.7 Hrs Battery Life,ASUS TUF Gaming F15 FX506LHB-HN355WS Laptop,15.6,8,Windows 11,"ridiculous for something so expensive , some internet research shows numerous people having this issue ."
58,ASUS,ASUS TUF Gaming A15 FA577RE-HN055WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596355::computer::laptops,141990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS TUF Gaming A15 FA577RE-HN055WS Laptop,15.6,16,Windows 11,"very good build quality , except for the keyboard apparently , sound was very big , very fast boot times and so much more ."
59,ASUS,ASUS VivoBook 15 M515DA-BR322WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::595206::computer::laptops,59999,AMD Dual-Core Ryzen 3,AMD, 12 GB Expandable,8 GB , DDR4 RAM , 3.4 Ghz Processor,LCD,15.6,Integrated,AMD,256 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,ASUS VivoBook 15 M515DA-BR322WS Laptop,15.6,8,Windows 11,"if you use wix to edit websites the scroll bar will not appear once you enter editor page , thus making it impossible to design / build / update websites ."
60,ASUS,ASUS VivoBook 15 X515JA-BQ322WS Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::596181::computer::laptops,32990,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS VivoBook 15 X515JA-BQ322WS Laptop,15.6,8,Windows 11,i typically love acers ( i have a regular laptop ) but this machine has been a nightmare .
61,Infinix,Infinix Zero Book 13 ZL513 Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612344::computer::laptops,49990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 4.8 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,96, Upto 13 Hrs Battery Life,Infinix Zero Book 13 ZL513 Laptop,15.6,16,Windows 11,"to make things worse , i currently live overseas and am highly doubtful that samsung would do anything about this , given that it was bought in the us ."
62,Lenovo,Lenovo Legion 5i (82AU00KLIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::582799::computer::laptops,53535,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Not Specified,Lenovo Legion 5i,15.6,8,Windows 10,this keyboard was perfect - not cramped and highly responsive .
63,HP,HP 15s-eq1560AU (6Q0M8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::596406::computer::laptops,37990,AMD Dual-Core Ryzen 3,AMD, 8 GB Expandable,8 GB , DDR4 RAM , 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life,HP 15s-eq1560AU,15.6,8,Windows 11,"- below average screen brightness about 200 nits , average is 250 - 275 ."
64,HP,HP 14s-dq3037TU (681Y5PA) Laptop (14 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::596577::computer::laptops,28990,Intel Celeron Dual-Core,Intel,Not Expandable,8 GB , DDR4 RAM, 2.8 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,HP 14s-dq3037TU,14,8,Windows 11,"i have no issues with using the internal hard drive , it works fast enough for me when loading up my software and music ."
65,ASUS,ASUS VivoBook 15 X512DA-BQ313WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::595765::computer::laptops,41990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8 GB , DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Radeon Vega 3,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS VivoBook 15 X512DA-BQ313WS Laptop,15.6,8,Windows 11,"i fixed it , however it took intensive research to fix it ."
66,Acer,Acer Aspire 5 A515-57G (UN.K9TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596049::computer::laptops,55500,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 3.3 Ghz Processor,LED,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life,Acer Aspire 5 A515-57G,15.6,16,Windows 11,"then about 3 months in , it quit charging from the supplied fast charger ."
67,ASUS,ASUS VivoBook 15 OLED X1505ZA-L1311WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597875::computer::laptops,59800,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.3 Ghz Processor,LED,15.6,UHD Graphics,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS VivoBook 15 OLED X1505ZA-L1311WS Laptop,15.6,8,Windows 11,i am very happy with this purchase .
68,Dell,Dell Inspiron 15 3511 (D560841WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::598155::computer::laptops,42399,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LCD,15.6,Integrated,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65, Upto 6 Hrs Battery Life,Dell Inspiron 15 3511,15.6,8,Windows 11,the keyboard and touchpad experience are pivotal for a device like this and what asus delivers is very satisfying .
69,Lenovo,Lenovo Ideapad Flex 5i 14ITL05 (82HS00W2IN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::593466::computer::laptops,56999,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,14,UHD,Intel,512 GB SSD Storage,No HDD,no,52.5W Adapter,Lenovo Ideapad Flex 5i 14ITL05,14,8,Windows 11,"while the product worked decently for about a month , it went downhill soon after ."
70,Acer,Acer Extensa EX215-33 (NX.EH6SI.004) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::600429::computer::laptops,31490,Intel Core i3 (12th Gen) Processor,Intel,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter,Acer Extensa EX215-33,15.6,8,Windows 11,i ' m no expert on screens but i personally think the panel looks very nice .
71,Acer,Acer Extensa EX215-23 (NX.EH3SI.003) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::600084::computer::laptops,32990,AMD Quad-Core Ryzen 5,AMD, 32 GB Expandable,8 GB LP, LPDDR5 RAM , 2.8 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,Acer Extensa EX215-23,15.6,8,Windows 11,the touchscreen works well .
72,ASUS,ASUS TUF Gaming A17 FA766IC-HX005W Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::595684::computer::laptops,77990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR4 RAM , 2.9 Ghz Processor,LCD,17.3,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,180,180W Adapter,ASUS TUF Gaming A17 FA766IC-HX005W Laptop,17.3,16,Windows 11,"i bought this originally a few months back , died within a week ."
73,Dell,Dell Inspiron 15 3520 (D560869WIN9B) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::599296::computer::laptops,33990,Intel Core i3 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.0 Ghz Processor,LCD,15.6,Integrated,Intel,256 GB SSD Storage,No HDD,41,41W Adapter,Dell Inspiron 15 3520,15.6,8,Windows 11,i definitely recommend this if you are looking for a good gaming laptop .
74,Dell,Dell G15-5525 (D560819WIN9B) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596281::computer::laptops,79990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR5 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life,Dell G15-5525,15.6,16,Windows 11,it runs android apps with power and quality .
75,ASUS,ASUS Zenbook 14 Flip OLED UN5401QA-KN511WS Laptop (14 Inch | AMD Hexa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::594527::computer::laptops,91990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LED,14,Radeon,AMD,512 GB SSD Storage,No HDD,63, Upto 10 Hrs Battery Life,ASUS Zenbook 14 Flip OLED UN5401QA-KN511WS Laptop,14,16,Windows 11,i ' ve had it for less than two months it randomly shuts down .
76,Acer,Acer Extensa EX215-23 (NX.EH3SI.002) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::600431::computer::laptops,30990,AMD Quad-Core Ryzen 3,AMD,Not Expandable,8 GB LP, LPDDR5 RAM, 2.4 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,no,45 / 65W Adapter,Acer Extensa EX215-23,15.6,8,Windows 11,less of a fault of the much lauded diving board and more a factor of the very well designed new hardware .
77,HP,HP Victus 15-fb0051AX (6F9T9PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596996::computer::laptops,64551,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter,HP Victus 15-fb0051AX,15.6,8,Windows 11,"i would buy again , especially at this price ."
78,Infinix,Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::595802::computer::laptops,27990,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 3.4 Ghz Processor,LCD,14,"UHD GPU, 128 MB",Intel,512 GB SSD Storage,No HDD,65, Upto 11 Hrs Battery Life,Infinix INBook X1 Slim XL21 Laptop,14,8,Windows 11,"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned ."
79,Acer,Acer Swift 5 Intel Evo (NX.A6SSI.002) SF514-55TA (NX.A6SSI.002) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::583436::computer::laptops,71480,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 4.2 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Acer Swift 5 Intel Evo,14,8,Windows 10,"many of acer ' s chromebooks have , historically , been hampered by their poor displays ."
80,Apple,Apple MacBook Air M1 MGND3HN/A Ultrabook (13.3 Inch | Apple M1 | 8 GB | macOS Big Sur | 256 GB SSD)::583278::computer::laptops,90900,Apple M1,Apple, 16 GB Expandable,8 GB , DDR4 RAM , 2.9 Ghz Processor,LED,13.3,M1,Apple,256 GB SSD Storage,No HDD,30, Upto 15 Hrs Battery Life,Apple MacBook Air M1 MGND3HN/A Ultrabook,13.3,8,macOS,"it doesn ' t get super loud , but for normal usage situations it ' s fine ."
81,Realme,Realme Book Slim Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::588182::computer::laptops,42999,Intel Core i3 (11th Gen),Intel, 8 GB Expandable,8 GB LP, LPDDR4X RAM , 3.0 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 4 Hrs Battery Life,Realme Book Slim Laptop,14,8,Windows 10,love love love this laptop !
82,Apple,Apple MacBook Air MQD32HN/A Ultrabook (13.3 Inch | Core i5 5th Gen | 8 GB | macOS Sierra | 128 GB SSD)::577693::computer::laptops,67990,Intel Core i5 (5th Gen),Intel,Not Expandable,8 GB LP, LPDDR3 RAM, 1.8 Ghz Processor,LED,13.3,HD 6000,Intel,128 GB SSD Storage,No HDD,54, Upto 12 Hrs Battery Life,Apple MacBook Air MQD32HN/A Ultrabook,13.3,8,macOS,the keys are easy to type on and the laptop itself is thin yet feels solid and well constructed .
83,HP,HP Victus 16-e0075AX (494P2PA) Laptop (16.1 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::588204::computer::laptops,62112,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LED,16.1,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,HP Victus 16-e0075AX,16.1,8,Windows 10,great deal on a great computer !
84,ASUS,ASUS Vivobook 16X K3605ZF-MB521WS Laptop (16 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::611251::computer::laptops,57990,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.0 Ghz Processor,LED,16,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter,ASUS Vivobook 16X K3605ZF-MB521WS Laptop,16,8,Windows 11,a big part of this device is its gorgeous aesthetic .
85,ASUS,ASUS X543MA-GQ1015T Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 1 TB HDD)::582771::computer::laptops,23804,Intel Celeron Dual-Core,Intel, 12 GB Expandable,4 GB , DDR4 RAM , 1.1 Ghz Processor,LED,15.6,UHD 600,Intel,NO SSD,1024 GB HDD Storage,33, Upto 18 Hrs Battery Life,ASUS X543MA-GQ1015T Laptop,15.6,4,Windows 10,i always was a huge fan of apple and i always thought the price on the macbook pros were too steep but i finally took the plunge and i ' m satisfied .
86,HP,HP Pavilion 15-ec2004AX (3E3R5PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::587958::computer::laptops,56990,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no, Upto 4 Hrs Battery Life,HP Pavilion 15-ec2004AX,15.6,8,Windows 10,"the keyboard makes it easy to type notes quickly and write papers , and the backlit keyboard is a major plus ."
87,HP,HP 14s-dy2507TU (6N024PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::596544::computer::laptops,33990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,HP 14s-dy2507TU,14,8,Windows 11,i wanted a large screen laptop with backlit keyboard and a lot of memory and this computer does not disappoint .
88,ASUS,ASUS VivoBook 15 X515JA-EJ392WS Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597582::computer::laptops,35990,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS VivoBook 15 X515JA-EJ392WS Laptop,15.6,8,Windows 11,"however , it does feel like a sturdy hinge ."
89,HP,HP 15s-FR2511TU (6N049PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596320::computer::laptops,37023,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LCD,15.6,Integrated,Intel,512 GB SSD Storage,No HDD,65, Upto 9.15 Hrs Battery Life,HP 15s-FR2511TU,15.6,8,Windows 11,the c302 is clean and feels solid .
90,Acer,Acer Aspire 7 A715-75G-50TA (NH.Q97SI.001) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::585980::computer::laptops,49500,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135, Upto 9 Hrs Battery Life,Acer Aspire 7 A715-75G-50TA,15.6,8,Windows 10,sound sort of sucks but i don ' t use it for music .
91,ASUS,ASUS VivoBook 15 X515EA-EJ322WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594343::computer::laptops,33990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB RAM, RAM, 3.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 5 Hrs Battery Life,ASUS VivoBook 15 X515EA-EJ322WS Laptop,15.6,8,Windows 11,im returning it .
92,HP,HP 15s-gr0012AU (35K35PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583959::computer::laptops,36990,AMD Dual-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.6 Ghz Processor,LED,15.6,Radeon Vega 6,AMD,256 GB SSD Storage , 1024 GB HDD Storage,41, Upto 7 Hrs Battery Life,HP 15s-gr0012AU,15.6,8,Windows 10,its very portable and battery should last full day of normal usage .
93,ASUS,ASUS VivoBook 15 X515EA-EJ522WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596645::computer::laptops,41999,Intel Core i5 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X515EA-EJ522WS Laptop,15.6,8,Windows 11,looks like the hdmi port may be defective or something - - another reviewer had a similar problem .
94,ASUS,ASUS VivoBook 14 X1400EA-EK543WS Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615768::computer::laptops,46990,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.4 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life,ASUS VivoBook 14 X1400EA-EK543WS Laptop,14,16,Windows 11,love my new lenovo .
95,ASUS,ASUS TUF Gaming F15 FX506LHB-HN358W Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597639::computer::laptops,50990,Intel Core i5 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,ASUS TUF Gaming F15 FX506LHB-HN358W Laptop,15.6,8,Windows 11,this thing boots up super quick and it sleek and beautiful .
96,Apple,Apple MacBook Air M2 MLXY3HN/A Ultrabook (13.6 Inch | Apple M2 | 8 GB | macOS Monterey | 256 GB SSD)::596267::computer::laptops,92990,Apple M2 Processor,Apple,Not Expandable,8 GB RAM, RAM,0,LCD,13.6,M2 Integrated,Apple,256 GB SSD Storage,No HDD,65, Upto 18 Hrs Battery Life,Apple MacBook Air M2 MLXY3HN/A Ultrabook,13.6,8,macOS,this is something to reconsidered if one to buy the chromebook for doing homework and a lot of typing .
97,HP,HP 15s-eq2144AU (50M63PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594310::computer::laptops,36499,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life,HP 15s-eq2144AU,15.6,8,Windows 11,#NAME?
98,Acer,Acer Aspire 7 A715-42G (UN.QAYSI.016) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::616119::computer::laptops,49490,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter,Acer Aspire 7 A715-42G,15.6,8,Windows 11,i have installed no software on it yet it updates something every day and wants to reboot .
99,Acer,Acer Aspire 7 A715-42G (UN.QAYSI.006) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::596047::computer::laptops,56990,AMD Hexa-Core Ryzen 5 Processor,AMD, 32 GB Expandable,16 GB , DDR4 RAM ,0,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 11.5 Hrs Battery Life,Acer Aspire 7 A715-42G,15.6,16,Windows 11,"the tablet is good also , however can ' t they design something that covers the keyboard during tablet mode ."
100,Acer,Acer Aspire 7 A715-42G (NH.QAYSI.001) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::584213::computer::laptops,49490,AMD Hexa-Core Ryzen 5,AMD, 8 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135, Upto 10 Hrs Battery Life,Acer Aspire 7 A715-42G,15.6,8,Windows 10,"so far , this looks as if it meets my needs as a good ` ` work machine . ` `"
101,ASUS,ASUS VivoBook 15 X515JA-EJ592WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597583::computer::laptops,44990,Intel Core i5 (10th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 1.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,ASUS VivoBook 15 X515JA-EJ592WS Laptop,15.6,8,Windows 11,worked fine until 3 months after i bought it .
102,Lenovo,Lenovo Ideapad 3 15ITL05 (81X800N2IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::612347::computer::laptops,33900,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life,Lenovo Ideapad 3 15ITL05,15.6,8,Windows 11,"the keyboard is often - praised , but i don ' t find it particularly spectacular ."
103,HP,HP 15s-eq2143au (50M62PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::594551::computer::laptops,30990,AMD Quad-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,41, Upto 9 Hrs Battery Life,HP 15s-eq2143au,15.6,8,Windows 11,asus hit all the right notes on this one .
104,HP,HP 14s-fq1089au (50M59PA) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::594752::computer::laptops,33978,AMD Quad-Core Ryzen 3,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 9.45 Hrs Battery Life,HP 14s-fq1089au,14,8,Windows 11,"going from acer 15 to acer 11 was difficult , 11 inches seems too small for me ."
