S.No,Brand,Model_Name,Price (in Dollars),Processor_Specifications,Processor_Brand,RAM_Expandable (GB),RAM (GB),RAM_TYPE,Processor (Ghz),Display_Type,GPU,GPU_Brand,SSD Storage (GB),HDD Storage (GB),Adapter (Hz),Battery_Life,Screen_Size (inches),OS,Customer_Review,Battery_Life_Standardized
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,275.88,MediaTek Octa-core,MediaTek,0,4,DDR4,2.0,LED,Integrated Graphics,MediaTek,64,0,45, Upto 12 Hrs Battery Life,11.6,Chrome,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",12.0
63,HP,HP 15s-eq1560AU (6Q0M8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::596406::computer::laptops,455.88,AMD Dual-Core Ryzen 3,AMD,8,8,DDR4,2.6,LCD,Radeon,AMD,512,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,"- Below Average Screen Brightness About 200 Nits , Average Is 250 - 275 .",7.0
64,HP,HP 14s-dq3037TU (681Y5PA) Laptop (14 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::596577::computer::laptops,347.88,Intel Celeron Dual-Core,Intel,0,8,DDR4,2.8,LCD,UHD,Intel,256,0,65,65W Adapter,14,Windows 11,"I Have No Issues With Using The Internal Hard Drive , It Works Fast Enough For Me When Loading Up My Software And Music .",1.0
65,ASUS,ASUS VivoBook 15 X512DA-BQ313WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::595765::computer::laptops,503.88,AMD Dual-Core Ryzen 3,AMD,0,8,DDR4,2.6,LCD,Radeon Vega 3,AMD,512,0,65,65W Adapter,15.6,Windows 11,"I Fixed It , However It Took Intensive Research To Fix It .",1.0
66,Acer,Acer Aspire 5 A515-57G (UN.K9TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596049::computer::laptops,666.0,Intel Core i5 (12th Gen),Intel,32,16,DDR4,3.3,LED,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512,0,65, Upto 9 Hrs Battery Life,15.6,Windows 11,"Then About 3 Months In , It Quit Charging From The Supplied Fast Charger .",9.0
67,ASUS,ASUS VivoBook 15 OLED X1505ZA-L1311WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597875::computer::laptops,717.6,Intel Core i3 (12th Gen),Intel,0,8,DDR4,3.3,LED,UHD Graphics,Intel,512,0,65,65W Adapter,15.6,Windows 11,I Am Very Happy With This Purchase .,1.0
68,Dell,Dell Inspiron 15 3511 (D560841WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::598155::computer::laptops,508.788,Intel Core i3 (11th Gen) Processor,Intel,0,8,DDR4,0.0,LCD,Integrated,Intel,256,1024,65, Upto 6 Hrs Battery Life,15.6,Windows 11,The Keyboard And Touchpad Experience Are Pivotal For A Device Like This And What Asus Delivers Is Very Satisfying .,6.0
69,Lenovo,Lenovo Ideapad Flex 5i 14ITL05 (82HS00W2IN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::593466::computer::laptops,683.988,Intel Core i3 (11th Gen),Intel,0,8,DDR4,3.0,LED,UHD,Intel,512,0,0,52.5W Adapter,14,Windows 11,"While The Product Worked Decently For About A Month , It Went Downhill Soon After .",1.2
70,Acer,Acer Extensa EX215-33 (NX.EH6SI.004) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::600429::computer::laptops,377.88,Intel Core i3 (12th Gen) Processor,Intel,0,8,LPDDR5,0.0,LCD,UHD,Intel,256,0,45,45W Adapter,15.6,Windows 11,I ' M No Expert On Screens But I Personally Think The Panel Looks Very Nice .,1.4
71,Acer,Acer Extensa EX215-23 (NX.EH3SI.003) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::600084::computer::laptops,395.88,AMD Quad-Core Ryzen 5,AMD,32,8,LPDDR5,2.8,LCD,Radeon,AMD,512,0,65,65W Adapter,15.6,Windows 11,The Touchscreen Works Well .,1.0
72,ASUS,ASUS TUF Gaming A17 FA766IC-HX005W Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::595684::computer::laptops,935.88,AMD Octa-Core Ryzen 7,AMD,32,16,DDR4,2.9,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,180,180W Adapter,17.3,Windows 11,"I Bought This Originally A Few Months Back , Died Within A Week .",0.4
73,Dell,Dell Inspiron 15 3520 (D560869WIN9B) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::599296::computer::laptops,407.88,Intel Core i3 (12th Gen),Intel,16,8,DDR4,1.0,LCD,Integrated,Intel,256,0,41,41W Adapter,15.6,Windows 11,I Definitely Recommend This If You Are Looking For A Good Gaming Laptop .,1.6
74,Dell,Dell G15-5525 (D560819WIN9B) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596281::computer::laptops,959.88,AMD Octa-Core Ryzen 7,AMD,0,16,DDR5,3.3,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,It Runs Android Apps With Power And Quality .,7.0
75,ASUS,ASUS Zenbook 14 Flip OLED UN5401QA-KN511WS Laptop (14 Inch | AMD Hexa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::594527::computer::laptops,1103.88,AMD Hexa-Core Ryzen 5,AMD,0,16,DDR4,4.2,LED,Radeon,AMD,512,0,63, Upto 10 Hrs Battery Life,14,Windows 11,I ' Ve Had It For Less Than Two Months It Randomly Shuts Down .,10.0
76,Acer,Acer Extensa EX215-23 (NX.EH3SI.002) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::600431::computer::laptops,371.88,AMD Quad-Core Ryzen 3,AMD,0,8,LPDDR5,2.4,LCD,Radeon,AMD,512,0,0,45 / 65W Adapter,15.6,Windows 11,Less Of A Fault Of The Much Lauded Diving Board And More A Factor Of The Very Well Designed New Hardware .,45.0
77,HP,HP Victus 15-fb0051AX (6F9T9PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596996::computer::laptops,774.612,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,4.2,LCD,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512,0,65,65W Adapter,15.6,Windows 11,"I Would Buy Again , Especially At This Price .",1.0
78,Infinix,Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::595802::computer::laptops,335.88,Intel Core i3 (10th Gen),Intel,0,8,LPDDR4X,3.4,LCD,"UHD GPU, 128 MB",Intel,512,0,65, Upto 11 Hrs Battery Life,14,Windows 11,"Battery Issues Aside , I Really Love This Laptop And It Is Easily The Nicest Piece Of Electronics I Have Ever Owned .",11.0
79,Acer,Acer Swift 5 Intel Evo (NX.A6SSI.002) SF514-55TA (NX.A6SSI.002) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::583436::computer::laptops,857.76,Intel Core i5 (11th Gen),Intel,0,8,LPDDR4X,4.2,LED,Iris Xe,Intel,512,0,65,65W Adapter,14,Windows 10,"Many Of Acer ' S Chromebooks Have , Historically , Been Hampered By Their Poor Displays .",1.0
80,Apple,Apple MacBook Air M1 MGND3HN/A Ultrabook (13.3 Inch | Apple M1 | 8 GB | macOS Big Sur | 256 GB SSD)::583278::computer::laptops,1090.8,Apple M1,Apple,16,8,DDR4,2.9,LED,M1,Apple,256,0,30, Upto 15 Hrs Battery Life,13.3,macOS,"It Doesn ' T Get Super Loud , But For Normal Usage Situations It ' S Fine .",15.0
81,Realme,Realme Book Slim Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::588182::computer::laptops,515.988,Intel Core i3 (11th Gen),Intel,8,8,LPDDR4X,3.0,LCD,UHD,Intel,256,0,65, Upto 4 Hrs Battery Life,14,Windows 10,Love Love Love This Laptop !,4.0
82,Apple,Apple MacBook Air MQD32HN/A Ultrabook (13.3 Inch | Core i5 5th Gen | 8 GB | macOS Sierra | 128 GB SSD)::577693::computer::laptops,815.88,Intel Core i5 (5th Gen),Intel,0,8,LPDDR3,1.8,LED,HD 6000,Intel,128,0,54, Upto 12 Hrs Battery Life,13.3,macOS,The Keys Are Easy To Type On And The Laptop Itself Is Thin Yet Feels Solid And Well Constructed .,12.0
83,HP,HP Victus 16-e0075AX (494P2PA) Laptop (16.1 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::588204::computer::laptops,745.344,AMD Hexa-Core Ryzen 5,AMD,32,8,DDR4,3.3,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,150,150W Adapter,16.1,Windows 10,Great Deal On A Great Computer !,0.4
84,ASUS,ASUS Vivobook 16X K3605ZF-MB521WS Laptop (16 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::611251::computer::laptops,695.88,Intel Core i5 (12th Gen),Intel,0,8,DDR4,2.0,LED,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512,0,120,120W Adapter,16,Windows 11,A Big Part Of This Device Is Its Gorgeous Aesthetic .,0.5
85,ASUS,ASUS X543MA-GQ1015T Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 1 TB HDD)::582771::computer::laptops,285.648,Intel Celeron Dual-Core,Intel,12,4,DDR4,1.1,LED,UHD 600,Intel,0,1024,33, Upto 18 Hrs Battery Life,15.6,Windows 10,I Always Was A Huge Fan Of Apple And I Always Thought The Price On The Macbook Pros Were Too Steep But I Finally Took The Plunge And I ' M Satisfied .,18.0
86,HP,HP Pavilion 15-ec2004AX (3E3R5PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::587958::computer::laptops,683.88,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,3.3,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,0, Upto 4 Hrs Battery Life,15.6,Windows 10,"The Keyboard Makes It Easy To Type Notes Quickly And Write Papers , And The Backlit Keyboard Is A Major Plus .",4.0
87,HP,HP 14s-dy2507TU (6N024PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::596544::computer::laptops,407.88,Intel Core i3 (11th Gen),Intel,0,8,DDR4,4.2,LCD,UHD,Intel,256,0,65,65W Adapter,14,Windows 11,I Wanted A Large Screen Laptop With Backlit Keyboard And A Lot Of Memory And This Computer Does Not Disappoint .,1.0
88,ASUS,ASUS VivoBook 15 X515JA-EJ392WS Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597582::computer::laptops,431.88,Intel Core i3 (10th Gen),Intel,12,8,DDR4,1.2,LCD,UHD,Intel,512,0,45,45W Adapter,15.6,Windows 11,"However , It Does Feel Like A Sturdy Hinge .",1.4
89,HP,HP 15s-FR2511TU (6N049PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596320::computer::laptops,444.276,Intel Core i3 (11th Gen),Intel,0,8,DDR4,4.0,LCD,Integrated,Intel,512,0,65, Upto 9.15 Hrs Battery Life,15.6,Windows 11,The C302 Is Clean And Feels Solid .,9.15
90,Acer,Acer Aspire 7 A715-75G-50TA (NH.Q97SI.001) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::585980::computer::laptops,594.0,Intel Core i5 (10th Gen),Intel,0,8,DDR4,2.5,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,135, Upto 9 Hrs Battery Life,15.6,Windows 10,Sound Sort Of Sucks But I Don ' T Use It For Music .,9.0
91,ASUS,ASUS VivoBook 15 X515EA-EJ322WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594343::computer::laptops,407.88,Intel Core i3 (11th Gen),Intel,0,8,,3.0,LCD,UHD,Intel,512,0,65, Upto 5 Hrs Battery Life,15.6,Windows 11,Im Returning It .,5.0
92,HP,HP 15s-gr0012AU (35K35PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583959::computer::laptops,443.88,AMD Dual-Core Ryzen 3,AMD,16,8,DDR4,2.6,LED,Radeon Vega 6,AMD,256,1024,41, Upto 7 Hrs Battery Life,15.6,Windows 10,Its Very Portable And Battery Should Last Full Day Of Normal Usage .,7.0
93,ASUS,ASUS VivoBook 15 X515EA-EJ522WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596645::computer::laptops,503.988,Intel Core i5 (11th Gen),Intel,12,8,DDR4,2.4,LCD,Iris Xe,Intel,512,0,45, Upto 6 Hrs Battery Life,15.6,Windows 11,Looks Like The Hdmi Port May Be Defective Or Something - - Another Reviewer Had A Similar Problem .,6.0
94,ASUS,ASUS VivoBook 14 X1400EA-EK543WS Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615768::computer::laptops,563.88,Intel Core i5 (11th Gen),Intel,0,16,DDR4,2.4,LCD,Iris Xe,Intel,512,0,0,Upto 6 Hrs Battery Life,14,Windows 11,Love My New Lenovo .,6.0
95,ASUS,ASUS TUF Gaming F15 FX506LHB-HN358W Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597639::computer::laptops,611.88,Intel Core i5 (10th Gen),Intel,16,8,DDR4,2.4,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,150,150W Adapter,15.6,Windows 11,This Thing Boots Up Super Quick And It Sleek And Beautiful .,0.4
96,Apple,Apple MacBook Air M2 MLXY3HN/A Ultrabook (13.6 Inch | Apple M2 | 8 GB | macOS Monterey | 256 GB SSD)::596267::computer::laptops,1115.88,Apple M2 Processor,Apple,0,8,,0.0,LCD,M2 Integrated,Apple,256,0,65, Upto 18 Hrs Battery Life,13.6,macOS,This Is Something To Reconsidered If One To Buy The Chromebook For Doing Homework And A Lot Of Typing .,18.0
97,HP,HP 15s-eq2144AU (50M63PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594310::computer::laptops,437.988,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,4.0,LCD,Radeon,AMD,512,0,65, Upto 9 Hrs Battery Life,15.6,Windows 11,#Name?,9.0
98,Acer,Acer Aspire 7 A715-42G (UN.QAYSI.016) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::616119::computer::laptops,593.88,AMD Hexa-Core Ryzen 5,AMD,32,8,DDR4,2.1,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,135,135W Adapter,15.6,Windows 11,I Have Installed No Software On It Yet It Updates Something Every Day And Wants To Reboot .,0.5
99,Acer,Acer Aspire 7 A715-42G (UN.QAYSI.006) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::596047::computer::laptops,683.88,AMD Hexa-Core Ryzen 5 Processor,AMD,32,16,DDR4,0.0,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,65, Upto 11.5 Hrs Battery Life,15.6,Windows 11,"The Tablet Is Good Also , However Can ' T They Design Something That Covers The Keyboard During Tablet Mode .",11.5
100,Acer,Acer Aspire 7 A715-42G (NH.QAYSI.001) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::584213::computer::laptops,593.88,AMD Hexa-Core Ryzen 5,AMD,8,8,DDR4,2.1,LED,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,135, Upto 10 Hrs Battery Life,15.6,Windows 10,"So Far , This Looks As If It Meets My Needs As A Good ` ` Work Machine . ` `",10.0
101,ASUS,ASUS VivoBook 15 X515JA-EJ592WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597583::computer::laptops,539.88,Intel Core i5 (10th Gen),Intel,12,8,DDR4,1.0,LCD,UHD,Intel,512,0,45,45W Adapter,15.6,Windows 11,Worked Fine Until 3 Months After I Bought It .,1.4
102,Lenovo,Lenovo Ideapad 3 15ITL05 (81X800N2IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::612347::computer::laptops,406.8,Intel Core i3 (11th Gen),Intel,12,8,DDR4,3.0,LCD,UHD,Intel,512,0,0,Upto 7 Hrs Battery Life,15.6,Windows 11,"The Keyboard Is Often - Praised , But I Don ' T Find It Particularly Spectacular .",7.0
103,HP,HP 15s-eq2143au (50M62PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::594551::computer::laptops,371.88,AMD Quad-Core Ryzen 3,AMD,16,8,DDR4,2.6,LCD,Radeon,AMD,512,0,41, Upto 9 Hrs Battery Life,15.6,Windows 11,Asus Hit All The Right Notes On This One .,9.0
104,HP,HP 14s-fq1089au (50M59PA) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::594752::computer::laptops,407.736,AMD Quad-Core Ryzen 3,AMD,16,8,DDR4,4.0,LCD,Radeon,AMD,512,0,65, Upto 9.45 Hrs Battery Life,14,Windows 11,"Going From Acer 15 To Acer 11 Was Difficult , 11 Inches Seems Too Small For Me .",9.45
105,Lenovo,Lenovo Ideapad 130 (81H7001WIN) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD)::576003::computer::laptops,436.44,Intel Core i3 (7th Gen),Intel,0,4,DDR4,2.3,LED,HD 620,Intel,0,1024,45, Upto 5 Hrs Battery Life,15.6,Windows 10,"The Keyboard Is Great , And It ' S Backlit !",5.0
106,Xiaomi,Xiaomi RedmiBook 15 Pro Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::587678::computer::laptops,479.88,Intel Core i5 (11th Gen),Intel,8,8,DDR4,3.1,LED,Iris Xe,Intel,512,0,65, Upto 10 Hrs Battery Life,15.6,Windows 10,"As The Hours In Your Day Wind Down , They Will Tell You To Go Here And There , Call You Back , Ultimately To Find Out That , ` ` I ' M Sorry But We Do Not Cover That ` ` .",10.0
107,Lenovo,Lenovo Ideapad Slim 3i 15ITL05 (81X800J3IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::595545::computer::laptops,491.88,Intel Core i3 (11th Gen),Intel,12,8,DDR4,3.0,LCD,UHD,Intel,512,0,65, Upto 8 Hrs Battery Life,15.6,Windows 11,I Was Supposed To Use This To Write !,8.0
108,Lenovo,Lenovo Ideapad 330-15IKB (81DE01MJIN) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | DOS | 1 TB HDD)::576791::computer::laptops,395.124,Intel Core i5 (8th Gen),Intel,0,8,DDR4,1.6,LED,"Geforce MX150 GPU, 2 GB",NVIDIA,0,1024,65, Upto 6 Hrs Battery Life,15.6,DOS,I ' M Seriously Considering Returning It !,6.0
109,ASUS,ASUS VivoBook 15 X515JA-EJ562WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::593342::computer::laptops,578.256,Intel Core i5 (10th Gen),Intel,12,8,DDR4,1.0,LED,UHD,Intel,512,0,45, Upto 6 Hrs Battery Life,15.6,Windows 11,"The Asus Is Powerful Enough To Stream Video , I Watch Tv On It , Do All My Google Trainer Work With It , And All My Daily Work Too .",6.0
110,AVITA,AVITA Pura NS14A6INV561 Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::581396::computer::laptops,617.88,AMD Quad-Core Ryzen 5,AMD,0,8,DDR4,2.1,LED,Radeon Vega 8,AMD,512,0,0,Upto 8 Hrs Battery Life,14,Windows 10,I Had It On My Desk And Was Watching Youtube Videos And It Went Black .,8.0
111,Acer,Acer One 14 Z8-415 (UN.599SI.009) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::611718::computer::laptops,323.988,Intel Core i3 (11th Gen),Intel,32,8,DDR4,3.0,LCD,Integrated,Intel,256,0,45,45W Adapter,14,Windows 11,I Love How Sleek And Thin It Is .,1.4
112,Infinix,Infinix INBook X1 XL11 Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD)::593664::computer::laptops,359.88,Intel Core i3 (10th Gen),Intel,8,8,LPDDR4X,1.2,LCD,UHD,Intel,256,0,65, Upto 13 Hrs Battery Life,14,Windows 11,The Return Procedure Is So Elaborate That I May Decide To Just Write This Purchase Up As One Big Mistake .,13.0
113,Lenovo,Lenovo Ideapad Slim 3i 15ITL6 (82H802XXIN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::599341::computer::laptops,611.88,Intel Core i5 (11th Gen),Intel,16,16,DDR4,2.4,LCD,Iris Xe,Intel,512,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,"Lo And Behold , I Hadn ' T Read Quite All Of The 1 * Reviews : The Worst Was A Teacher Who Had Ordered So Many For Her Several Classes And Said ` ` I Think The Problem Is With The Motherboard .",7.0
114,Acer,Acer One 14 Z8-415 (UN.599SI.011) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::616167::computer::laptops,335.88,Intel Core i3 (11th Gen),Intel,32,8,DDR4,3.0,LCD,UHD,Intel,512,0,45,45W Adapter,14,Windows 11,I Don ' T Know Why Google Print Is So Touchy .,1.4
115,HP,HP 15s-dy3001TU (360L7PA) Laptop (15.6 Inch | Pentium Dual Core | 8 GB | Windows 10 | 1 TB HDD)::584902::computer::laptops,486.6,Intel Pentium Dual-Core,Intel,16,8,DDR4,3.0,LED,UHD,Intel,0,1024,65,65W Adapter,15.6,Windows 10,I ' Ve Never Had A Computer As Fast As This .,1.0
116,Lenovo,Lenovo Ideapad Slim 3 15ITL6 (82H803HQIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615419::computer::laptops,491.88,Intel Core i5 (11th Gen),Intel,16,8,DDR4,2.5,LCD,Iris Xe,Intel,512,0,0,Upto 7 Hrs Battery Life,15.6,Windows 11,Never Has It Run Out Of Power While On Battery .,7.0
117,Lenovo,Lenovo Ideapad Slim 3 (82H802KVIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596999::computer::laptops,659.88,Intel Core i5 (11th Gen),Intel,16,8,DDR4,2.4,LCD,Integrated,Intel,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 11,Touch Screen Is Really Responsive .,6.0
118,MSI,MSI GF63 Thin 9SCXR-418IN Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 512 GB SSD)::582706::computer::laptops,695.988,Intel Core i5 (9th Gen),Intel,0,8,DDR4,2.4,LED,"Geforce GTX 1650 Max-Q GPU, 4 GB",NVIDIA,512,0,120,120W Adapter,15.6,Windows 10,- Fast Boot Up ( 3 Seconds ),0.5
119,HP,HP 14s-dy2506TU (546K2PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::593616::computer::laptops,550.6800000000001,Intel Core i3 (11th Gen),Intel,16,8,DDR4,3.4,LED,UHD,Intel,512,0,65,65W Adapter,14,Windows 11,"As A 5 - Year Chromebook Veteran , I ' Ve Been Waiting For This Machine .",1.0
120,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101LGIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::612474::computer::laptops,636.0,Intel Core i5 (11th Gen),Intel,0,8,DDR4,2.5,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,135, Upto 8 Hrs Battery Life,15.6,Windows 11,"Secondly , The Trackpad Feels A Bit Delicate .",8.0
121,ASUS,ASUS TUF Gaming F15 FX506LI-HN271TS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::586299::computer::laptops,671.88,Intel Core i5 (10th Gen),Intel,0,8,DDR4,2.5,LED,"GeForce GTX 1650 Ti GPU, 4 GB",NVIDIA,512,0,150,150W Adapter,15.6,Windows 10,Very Good Looking And Fast Laptop If Only If It Would Stop Crashing And Having To Reset Back To Default Settings .,0.4
122,HP,HP 14s-dq5138tu (9D3M7PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616491::computer::laptops,497.88,Intel Core i3 (12th Gen),Intel,16,8,DDR4,4.2,LCD,UHD,Intel,512,0,0,Not Specified,14,Windows 11,This Is My First Msi And If It Stays Great I Will Be A Returning Customer .,
123,Lenovo,Lenovo Ideapad Gaming 3i (82K101B6IN) Laptop (15.6 Inch | Intel Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597321::computer::laptops,636.0,Intel Core i5 (11th Gen),Intel,16,8,DDR4,2.5,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,135, Upto 8 Hrs Battery Life,15.6,Windows 11,"Not Only Is It A Hdd , But Its A Slow One .",8.0
124,Lenovo,Lenovo Ideapad Slim 1 15ALC7 (82R400ERIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::615396::computer::laptops,467.88,AMD Hexa-Core Ryzen 5,AMD,16,16,DDR4,2.1,LCD,Radeon,AMD,512,0,65, Upto 9 Hrs Battery Life,15.6,Windows 11,It Stays Very Cool To The Touch And The Performance Has Really Been Amazing .,9.0
125,Infinix,Infinix INBook Y1 Plus XL28 Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::599727::computer::laptops,395.88,Intel Core i3 (10th Gen),Intel,0,8,LPDDR4X,1.2,LCD,UHD,Intel,512,0,65, Upto 10 Hrs Battery Life,15.6,Windows 11,It ' S Not A ` ` Gaming ` ` Laptop Even It Can Do Some More Casual Gaming .,10.0
126,HP,HP 15s-gy0501AU (4R8B8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD)::593637::computer::laptops,454.68,AMD Dual-Core Ryzen 3,AMD,16,8,DDR4,2.6,LED,Radeon,AMD,256,0,0,Not Specified,15.6,Windows 10,Love The Price Reduction And The Lenova One Year Warranty .,
127,HP,HP 15s-ey1508AU (6Q0N0PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::596565::computer::laptops,335.88,AMD Dual-Core Ryzen 3,AMD,8,8,DDR4,2.6,LCD,Radeon,AMD,256,0,65,65W Adapter,15.6,Windows 11,So Kudos To Acer For The Keyboard !,1.0
